employee_id,survey_month,support_feeling,job_satisfaction,exhaustion_feeling,work_mood,feedback_text,department,location,job_title,worker_type,tenure_months
748,2025-01,Often supported,Satisfied,Sometimes,Neutral,Safety is prioritized. Respectful treatment. Regular breaks.,Maize Production,Graaff-Reinet,Tractor Driver,Permanent,92
749,2025-01,Rarely supported,Dissatisfied,Often,Unhappy,Poor equipment. Transportation issues. Too much overtime.,Pack House Operations,Citrusdal Pack House,Floor Supervisor,Permanent,73
750,2025-01,Often supported,Satisfied,Rarely,Very happy,Supportive supervisors. Regular breaks. Good working environment.,Citrus Production,Citrusdal,Irrigation Specialist,Permanent,118
751,2025-01,Rarely supported,Dissatisfied,Often,Unhappy,Too much overtime. Poor communication. Inadequate breaks.,Maintenance,Ceres Pack House,Equipment Technician,Contract,2
752,2025-01,Rarely supported,Dissatisfied,Always,Neutral,Weather challenges. Safety concerns. Heavy workload.,Citrus Production,Ceres,Tractor Driver,Seasonal,1
753,2025-01,Rarely supported,Dissatisfied,Often,Unhappy,Safety concerns. Housing problems. Weather challenges.,Grape Production,Upington,Pruner,Seasonal,1
754,2025-01,Sometimes supported,Neutral,Sometimes,Neutral,Regular breaks. Good working environment. Weather challenges. Poor equipment.,Administration,Graaff-Reinet,Admin Clerk,Permanent,83
756,2025-01,Rarely supported,Dissatisfied,Often,Very unhappy,Poor equipment. Long hours. Low wages.,Pack House Operations,Ceres Pack House,Machine Operator,Seasonal,4
757,2025-01,Sometimes supported,Neutral,Rarely,Neutral,Fair management. Proper equipment provided. Heavy workload. Housing problems.,Maintenance,Dullstroom,Maintenance Supervisor,Permanent,43
758,2025-01,Sometimes supported,Neutral,Often,Happy,Supportive supervisors. Opportunities to learn. Poor equipment. Unfair treatment.,Maintenance,Graaff-Reinet,Maintenance Worker,Permanent,14
760,2025-01,Sometimes supported,Neutral,Rarely,Happy,Proper equipment provided. Good working environment. Weather challenges. Safety concerns.,Maintenance,Graaff-Reinet,Mechanic,Permanent,77
763,2025-01,Often supported,Satisfied,Never,Happy,Fair pay. Opportunities to learn. Proper equipment provided.,Logistics,Citrusdal Pack House,Driver,Permanent,94
765,2025-01,Sometimes supported,Neutral,Rarely,Happy,Opportunities to learn. Good team. Housing problems. Too much overtime.,Logistics,Upington,Forklift Operator,Permanent,127
768,2025-01,Sometimes supported,Neutral,Rarely,Happy,Opportunities to learn. Respectful treatment. Poor communication. Transportation issues.,Maintenance,Citrusdal Pack House,Electrician,Permanent,180
770,2025-01,Rarely supported,Dissatisfied,Often,Unhappy,Heavy workload. Housing problems. Inadequate breaks.,Maintenance,Citrusdal Pack House,Equipment Technician,Permanent,140
771,2025-01,Often supported,Satisfied,Rarely,Happy,Fair management. Respectful treatment. Opportunities to learn. Housing problems.,Administration,Upington,Office Manager,Permanent,48
774,2025-01,Sometimes supported,Neutral,Sometimes,Unhappy,Fair pay. Regular breaks. Long hours. Housing problems.,Logistics,Ceres Pack House,Dispatcher,Contract,31
777,2025-01,Often supported,Satisfied,Rarely,Very happy,Proper equipment provided. Safety is prioritized. Respectful treatment.,Maintenance,Graaff-Reinet,Equipment Technician,Permanent,150
778,2025-01,Sometimes supported,Neutral,Often,Unhappy,Proper equipment provided. Respectful treatment. Safety concerns. Long hours.,Maintenance,Upington,Equipment Technician,Contract,43
781,2025-01,Often supported,Satisfied,Never,Happy,Safety is prioritized. Good communication. Proper equipment provided.,Maintenance,Graaff-Reinet,Electrician,Permanent,130
784,2025-01,Rarely supported,Dissatisfied,Often,Unhappy,Low wages. Housing problems. Weather challenges. Respectful treatment.,Pack House Operations,Ceres Pack House,Quality Inspector,Seasonal,2
787,2025-01,Sometimes supported,Neutral,Often,Neutral,Respectful treatment. Good team. Inadequate breaks. Safety concerns.,Maintenance,Dullstroom,Equipment Technician,Permanent,98
789,2025-01,Often supported,Satisfied,Rarely,Happy,Fair pay. Opportunities to learn. Regular breaks. Low wages.,Pack House Operations,Citrusdal Pack House,Packer,Permanent,54
794,2025-01,Rarely supported,Dissatisfied,Often,Very unhappy,Too much overtime. Poor communication. Poor equipment.,Pack House Operations,Ceres,Floor Supervisor,Seasonal,4
796,2025-01,Sometimes supported,Neutral,Often,Neutral,Safety is prioritized. Good working environment. Weather challenges. Transportation issues.,Logistics,Upington,Warehouse Worker,Permanent,52
797,2025-01,Often supported,Satisfied,Sometimes,Neutral,Respectful treatment. Good team. Regular breaks.,Citrus Production,Citrusdal,Farm Worker,Permanent,140
801,2025-01,Rarely supported,Dissatisfied,Rarely,Unhappy,Housing problems. Heavy workload. Poor equipment. Fair pay.,Pack House Operations,Ceres Pack House,Packer,Seasonal,4
804,2025-01,Often supported,Satisfied,Rarely,Happy,Safety is prioritized. Opportunities to learn. Good working environment.,Administration,Graaff-Reinet,Office Manager,Permanent,83
808,2025-01,Often supported,Satisfied,Sometimes,Neutral,Safety is prioritized. Supportive supervisors. Opportunities to learn. Inadequate breaks.,Maintenance,Graaff-Reinet,Equipment Technician,Permanent,83
809,2025-01,Often supported,Satisfied,Rarely,Neutral,Regular breaks. Proper equipment provided. Clear instructions.,Administration,Ceres,Payroll Officer,Permanent,16
810,2025-01,Rarely supported,Dissatisfied,Often,Neutral,Poor communication. Poor equipment. Heavy workload.,Administration,Dullstroom,Office Manager,Seasonal,2
813,2025-01,Sometimes supported,Neutral,Sometimes,Happy,Fair pay. Good communication. Unfair treatment. Weather challenges.,Logistics,Citrusdal,Logistics Supervisor,Permanent,53
814,2025-01,Often supported,Satisfied,Rarely,Neutral,Regular breaks. Opportunities to learn. Good team. Poor communication.,Administration,Ceres,HR Assistant,Permanent,133
817,2025-01,Often supported,Satisfied,Sometimes,Happy,Clear instructions. Opportunities to learn. Good team.,Maintenance,Ceres,Mechanic,Permanent,187
818,2025-01,Sometimes supported,Neutral,Rarely,Happy,Safety is prioritized. Fair management. Poor communication. Long hours.,Maintenance,Graaff-Reinet,Maintenance Worker,Permanent,6
820,2025-01,Sometimes supported,Neutral,Sometimes,Unhappy,Good team. Fair management. Too much overtime. Transportation issues.,Logistics,Ceres Pack House,Logistics Supervisor,Permanent,58
822,2025-01,Sometimes supported,Neutral,Rarely,Unhappy,Good team. Regular breaks. Weather challenges. Poor communication.,Pack House Operations,Ceres Pack House,Machine Operator,Permanent,171
834,2025-01,Often supported,Satisfied,Rarely,Happy,Opportunities to learn. Respectful treatment. Safety is prioritized.,Maintenance,Upington,Maintenance Supervisor,Permanent,167
836,2025-01,Sometimes supported,Neutral,Rarely,Neutral,Proper equipment provided. Regular breaks. Housing problems. Inadequate breaks.,Administration,Citrusdal Pack House,Admin Clerk,Permanent,1
838,2025-01,Sometimes supported,Neutral,Often,Neutral,Supportive supervisors. Safety is prioritized. Unfair treatment. Too much overtime.,Maintenance,Ceres,Mechanic,Permanent,53
840,2025-01,Often supported,Satisfied,Sometimes,Neutral,Good team. Fair pay. Supportive supervisors.,Maintenance,Dullstroom,Maintenance Supervisor,Permanent,171
841,2025-01,Sometimes supported,Neutral,Sometimes,Unhappy,Safety is prioritized. Fair pay. Long hours. Poor equipment.,Pack House Operations,Citrusdal Pack House,Floor Supervisor,Permanent,89
842,2025-01,Rarely supported,Dissatisfied,Always,Very unhappy,Low wages. Transportation issues. Long hours.,Citrus Production,Ceres,Farm Worker,Contract,4
843,2025-01,Sometimes supported,Neutral,Sometimes,Neutral,Supportive supervisors. Clear instructions. Poor communication. Inadequate breaks.,Logistics,Upington,Logistics Supervisor,Permanent,146
844,2025-01,Sometimes supported,Neutral,Sometimes,Neutral,Good working environment. Good team. Housing problems. Transportation issues.,Citrus Production,Ceres,Farm Supervisor,Permanent,181
845,2025-01,Often supported,Satisfied,Rarely,Neutral,Good communication. Safety is prioritized. Proper equipment provided.,Maintenance,Graaff-Reinet,Maintenance Supervisor,Permanent,165
846,2025-01,Rarely supported,Dissatisfied,Always,Unhappy,Heavy workload. Housing problems. Inadequate breaks.,Grape Production,Upington,Vineyard Supervisor,Seasonal,2
848,2025-01,Sometimes supported,Neutral,Rarely,Happy,Good communication. Good team. Heavy workload. Too much overtime.,Citrus Production,Citrusdal,Farm Worker,Seasonal,1
849,2025-01,Sometimes supported,Neutral,Rarely,Neutral,Opportunities to learn. Fair pay. Inadequate breaks. Safety concerns.,Maize Production,Graaff-Reinet,Tractor Driver,Contract,28
858,2025-01,Always supported,Very satisfied,Never,Happy,Respectful treatment. Opportunities to learn. Fair management.,Maintenance,Citrusdal Pack House,Maintenance Worker,Contract,44
861,2025-01,Sometimes supported,Neutral,Rarely,Neutral,Fair management. Supportive supervisors. Too much overtime. Safety concerns.,Citrus Production,Citrusdal,Harvester,Permanent,13
864,2025-01,Rarely supported,Dissatisfied,Often,Unhappy,Unfair treatment. Housing problems. Inadequate breaks. Proper equipment provided.,Citrus Production,Citrusdal,Tractor Driver,Seasonal,4
865,2025-01,Often supported,Satisfied,Rarely,Happy,Proper equipment provided. Fair pay. Clear instructions. Safety concerns.,Pack House Operations,Citrusdal Pack House,Sorter,Permanent,54
866,2025-01,Often supported,Satisfied,Rarely,Neutral,Good communication. Good team. Clear instructions.,Maintenance,Graaff-Reinet,Mechanic,Permanent,120
868,2025-01,Sometimes supported,Neutral,Sometimes,Neutral,Regular breaks. Opportunities to learn. Inadequate breaks. Weather challenges.,Logistics,Citrusdal Pack House,Forklift Operator,Permanent,97
870,2025-01,Sometimes supported,Neutral,Rarely,Unhappy,Fair pay. Supportive supervisors. Poor communication. Weather challenges.,Maintenance,Graaff-Reinet,Mechanic,Permanent,54
872,2025-01,Rarely supported,Dissatisfied,Often,Very happy,Poor communication. Low wages. Housing problems.,Grape Production,Upington,Viticulturist,Seasonal,3
874,2025-01,Often supported,Satisfied,Sometimes,Unhappy,Fair management. Opportunities to learn. Fair pay.,Administration,Dullstroom,HR Assistant,Permanent,172
876,2025-01,Sometimes supported,Neutral,Sometimes,Very happy,Proper equipment provided. Good working environment. Transportation issues. Too much overtime.,Cattle Farming,Dullstroom,Livestock Supervisor,Permanent,71
878,2025-01,Sometimes supported,Neutral,Sometimes,Neutral,Clear instructions. Good working environment. Poor equipment. Weather challenges.,Cattle Farming,Dullstroom,Farm Hand,Contract,33
879,2025-01,Rarely supported,Dissatisfied,Often,Unhappy,Inadequate breaks. Housing problems. Too much overtime. Good team.,Administration,Dullstroom,Admin Clerk,Permanent,166
880,2025-01,Often supported,Satisfied,Sometimes,Happy,Good team. Respectful treatment. Safety is prioritized.,Maintenance,Ceres Pack House,Electrician,Permanent,142
882,2025-01,Sometimes supported,Neutral,Sometimes,Neutral,Respectful treatment. Proper equipment provided. Too much overtime. Poor communication.,Cattle Farming,Dullstroom,Livestock Supervisor,Permanent,85
887,2025-01,Sometimes supported,Neutral,Sometimes,Happy,Safety is prioritized. Respectful treatment. Poor equipment. Long hours.,Cattle Farming,Dullstroom,Animal Care Specialist,Contract,2
888,2025-01,Rarely supported,Dissatisfied,Often,Unhappy,Unfair treatment. Safety concerns. Weather challenges. Good working environment.,Citrus Production,Citrusdal,Farm Worker,Seasonal,1
889,2025-01,Sometimes supported,Neutral,Sometimes,Neutral,Safety is prioritized. Supportive supervisors. Safety concerns. Too much overtime.,Pack House Operations,Citrusdal Pack House,Sorter,Permanent,181
892,2025-01,Sometimes supported,Neutral,Sometimes,Happy,Fair pay. Respectful treatment. Inadequate breaks. Long hours.,Pack House Operations,Citrusdal Pack House,Logistics Coordinator,Permanent,158
893,2025-01,Often supported,Satisfied,Rarely,Happy,Regular breaks. Supportive supervisors. Opportunities to learn. Poor communication.,Cattle Farming,Dullstroom,Animal Care Specialist,Permanent,152
894,2025-01,Rarely supported,Dissatisfied,Often,Happy,Unfair treatment. Inadequate breaks. Long hours.,Citrus Production,Citrusdal,Tractor Driver,Contract,1
897,2025-01,Sometimes supported,Neutral,Sometimes,Happy,Good team. Clear instructions. Too much overtime. Unfair treatment.,Maintenance,Citrusdal Pack House,Maintenance Worker,Permanent,63
902,2025-01,Sometimes supported,Neutral,Sometimes,Unhappy,Opportunities to learn. Good working environment. Inadequate breaks. Weather challenges.,Pack House Operations,Citrusdal Pack House,Quality Inspector,Permanent,153
904,2025-01,Often supported,Satisfied,Rarely,Neutral,Proper equipment provided. Regular breaks. Supportive supervisors. Safety concerns.,Logistics,Graaff-Reinet,Logistics Supervisor,Permanent,122
906,2025-01,Often supported,Satisfied,Rarely,Happy,Safety is prioritized. Good team. Good communication.,Maintenance,Dullstroom,Equipment Technician,Permanent,149
907,2025-01,Sometimes supported,Neutral,Sometimes,Neutral,Supportive supervisors. Opportunities to learn. Weather challenges. Housing problems.,Logistics,Ceres Pack House,Dispatcher,Permanent,112
916,2025-01,Sometimes supported,Neutral,Sometimes,Neutral,Good team. Good communication. Transportation issues. Housing problems.,Administration,Dullstroom,Admin Clerk,Permanent,188
918,2025-01,Sometimes supported,Neutral,Sometimes,Unhappy,Good working environment. Proper equipment provided. Weather challenges. Poor communication.,Logistics,Upington,Forklift Operator,Permanent,5
922,2025-01,Often supported,Satisfied,Sometimes,Neutral,Regular breaks. Safety is prioritized. Clear instructions.,Maintenance,Ceres Pack House,Maintenance Worker,Permanent,82
923,2025-01,Sometimes supported,Neutral,Sometimes,Neutral,Clear instructions. Good communication. Housing problems. Inadequate breaks.,Administration,Upington,Data Entry Clerk,Contract,29
924,2025-01,Often supported,Satisfied,Rarely,Happy,Good communication. Respectful treatment. Regular breaks.,Maintenance,Dullstroom,Electrician,Permanent,94
926,2025-01,Sometimes supported,Neutral,Sometimes,Unhappy,Opportunities to learn. Regular breaks. Poor communication. Weather challenges.,Administration,Dullstroom,Office Manager,Permanent,6
929,2025-01,Sometimes supported,Neutral,Often,Neutral,Fair pay. Respectful treatment. Long hours. Low wages.,Pack House Operations,Citrusdal Pack House,Logistics Coordinator,Permanent,104
932,2025-01,Often supported,Satisfied,Rarely,Neutral,Clear instructions. Good communication. Opportunities to learn.,Administration,Dullstroom,HR Assistant,Permanent,125
937,2025-01,Sometimes supported,Neutral,Sometimes,Happy,Good communication. Respectful treatment. Housing problems. Safety concerns.,Maintenance,Citrusdal,Equipment Technician,Contract,45
938,2025-01,Sometimes supported,Neutral,Often,Neutral,Good communication. Clear instructions. Unfair treatment. Heavy workload.,Administration,Ceres Pack House,HR Assistant,Permanent,140
939,2025-01,Sometimes supported,Neutral,Sometimes,Unhappy,Good communication. Good working environment. Too much overtime. Low wages.,Administration,Dullstroom,Office Manager,Permanent,6
